transcript_id,interlocutor,utterance_text
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"Some days I feel confident, and other days I doubt myself completely."
44,therapist,That’s an interesting way to put it. What made you feel this way?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,You're reflecting deeply on this. What do you think would help you move forward?
44,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
44,therapist,This seems to be something you care about deeply. What’s one step you could take today?
44,client,I just want to feel like I’m making progress and not going in circles.
44,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
44,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
44,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
44,client,"It’s been really tough balancing everything, but I know I need to figure this out."
44,therapist,It sounds like you have mixed feelings about this. Can you share more?
44,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
44,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
45,therapist,That’s an interesting way to put it. What made you feel this way?
45,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
45,therapist,You're reflecting deeply on this. What do you think would help you move forward?
45,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
45,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
45,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
45,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
45,client,"Some days I feel confident, and other days I doubt myself completely."
45,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
45,client,I just want to feel like I’m making progress and not going in circles.
45,therapist,You're reflecting deeply on this. What do you think would help you move forward?
45,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
45,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
45,client,I just want to feel like I’m making progress and not going in circles.
45,therapist,This seems to be something you care about deeply. What’s one step you could take today?
45,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
45,therapist,It sounds like you have mixed feelings about this. Can you share more?
45,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
45,therapist,That’s an interesting way to put it. What made you feel this way?
45,client,"Some days I feel confident, and other days I doubt myself completely."
45,therapist,It sounds like you have mixed feelings about this. Can you share more?
45,client,"It’s been really tough balancing everything, but I know I need to figure this out."
45,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
45,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
45,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
45,client,I just want to feel like I’m making progress and not going in circles.
45,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
45,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
45,therapist,That’s an interesting way to put it. What made you feel this way?
45,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
45,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
45,client,"Some days I feel confident, and other days I doubt myself completely."
45,therapist,This seems to be something you care about deeply. What’s one step you could take today?
45,client,I just want to feel like I’m making progress and not going in circles.
45,therapist,You're reflecting deeply on this. What do you think would help you move forward?
45,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
45,therapist,It sounds like you have mixed feelings about this. Can you share more?
45,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
45,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
45,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
45,therapist,That’s an interesting way to put it. What made you feel this way?
45,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
45,therapist,It sounds like you have mixed feelings about this. Can you share more?
45,client,"It’s been really tough balancing everything, but I know I need to figure this out."
45,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
45,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
45,therapist,You're reflecting deeply on this. What do you think would help you move forward?
45,client,"Some days I feel confident, and other days I doubt myself completely."
45,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
45,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
45,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
45,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
46,therapist,This seems to be something you care about deeply. What’s one step you could take today?
46,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
46,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
46,client,I just want to feel like I’m making progress and not going in circles.
46,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
46,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
46,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
46,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
46,therapist,It sounds like you have mixed feelings about this. Can you share more?
46,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
46,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
46,client,"Some days I feel confident, and other days I doubt myself completely."
46,therapist,That’s an interesting way to put it. What made you feel this way?
46,client,"It’s been really tough balancing everything, but I know I need to figure this out."
46,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
46,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
46,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
46,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
46,therapist,This seems to be something you care about deeply. What’s one step you could take today?
46,client,"Some days I feel confident, and other days I doubt myself completely."
46,therapist,You're reflecting deeply on this. What do you think would help you move forward?
46,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
46,therapist,This seems to be something you care about deeply. What’s one step you could take today?
46,client,"It’s been really tough balancing everything, but I know I need to figure this out."
46,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
46,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
46,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
46,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
46,therapist,That’s an interesting way to put it. What made you feel this way?
46,client,I just want to feel like I’m making progress and not going in circles.
46,therapist,You're reflecting deeply on this. What do you think would help you move forward?
46,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
46,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
46,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
46,therapist,This seems to be something you care about deeply. What’s one step you could take today?
46,client,I just want to feel like I’m making progress and not going in circles.
46,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
46,client,"Some days I feel confident, and other days I doubt myself completely."
46,therapist,It sounds like you have mixed feelings about this. Can you share more?
46,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
46,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
46,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
46,therapist,It sounds like you have mixed feelings about this. Can you share more?
46,client,"It’s been really tough balancing everything, but I know I need to figure this out."
46,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
46,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
46,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
46,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
46,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
46,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
46,therapist,This seems to be something you care about deeply. What’s one step you could take today?
46,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
46,therapist,You're reflecting deeply on this. What do you think would help you move forward?
46,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
46,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
46,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
46,therapist,That’s an interesting way to put it. What made you feel this way?
46,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
46,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
46,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,I just want to feel like I’m making progress and not going in circles.
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"It’s been really tough balancing everything, but I know I need to figure this out."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,This seems to be something you care about deeply. What’s one step you could take today?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,It sounds like you have mixed feelings about this. Can you share more?
49,client,"Some days I feel confident, and other days I doubt myself completely."
49,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
49,client,"It’s frustrating because I know what I should do, but I can’t seem to follow through."
49,therapist,That’s an interesting way to put it. What made you feel this way?
49,client,"I’ve been thinking a lot about my situation, and I realize I need to make a change."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
49,therapist,You're reflecting deeply on this. What do you think would help you move forward?
49,client,I just want to feel like I’m making progress and not going in circles.
50,client,"It’s been really tough balancing everything, but I know I need to figure this out."
50,therapist,I can see why this is a challenge for you. Have you considered exploring new strategies?
50,client,"Some days I feel confident, and other days I doubt myself completely."
50,therapist,It sounds like you have mixed feelings about this. Can you share more?
50,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
50,therapist,It’s completely understandable to feel this way. What’s something that has worked for you before?
50,client,I just want to feel like I’m making progress and not going in circles.
50,therapist,This seems to be something you care about deeply. What’s one step you could take today?
50,client,"It’s hard to talk about this, but I know that acknowledging it is the first step."
50,therapist,I hear that this has been on your mind. Can you tell me what concerns you the most?
50,client,I just want to feel like I’m making progress and not going in circles.
50,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
50,client,"I’ve tried making changes before, but I keep slipping back. I don’t know why."
50,therapist,That’s an interesting way to put it. What made you feel this way?
50,client,"Some days I feel confident, and other days I doubt myself completely."
50,therapist,That’s an interesting way to put it. What made you feel this way?
50,client,"I’m feeling uncertain about my next steps, but I don’t want to stay stuck."
50,therapist,It’s important that you’re thinking about this. How can I support you in this journey?
